nodenumber,    x-coordinate,    y-coordinate,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      x-velocity,      y-velocity,        pressure
      3268, 3.541970872E-02, 1.531706943E-02, 3.541970872E-02, 1.531706943E-02, 8.563455701E-07, 3.145492086E-06,-3.582250975E-03, 2.688155458E-03, 2.099427019E-02
      3269, 1.983165850E-01, 1.532357847E-02, 1.983165850E-01, 1.532357847E-02, 3.880848919E-05, 1.158773559E-04, 1.113553014E-02,-2.160987329E-04, 6.080090536E-01
      3270, 8.872429038E-02, 1.535516786E-02, 8.872429038E-02, 1.535516786E-02, 3.390381723E-05, 8.548110356E-05,-6.743931631E-06,-4.313913518E-04, 7.987062830E-02
      3271, 2.451901810E-02, 1.536729050E-02, 2.451901810E-02, 1.536729050E-02, 7.516934003E-09, 1.052011464E-11,-5.961455190E-05, 4.766935874E-05, 9.394566171E-03
      3272, 2.274778933E-01, 1.536862072E-02, 2.274778933E-01, 1.536862072E-02, 7.112138897E-06, 1.087024442E-08, 5.051127719E-04, 3.988301407E-04, 6.978104617E-01
      3273, 2.456718671E-02, 1.542756357E-02, 2.456718671E-02, 1.542756357E-02, 1.621095653E-08, 6.537660394E-11,-1.312336379E-04, 1.041441834E-04, 9.442056167E-03
      3274, 2.274275062E-01, 1.543172947E-02, 2.274275062E-01, 1.543172947E-02, 1.535003791E-05, 6.769064508E-08, 1.095994626E-03, 8.601156377E-04, 6.976572614E-01
      3275, 1.229366945E-01, 1.548695630E-02, 1.229366945E-01, 1.548695630E-02, 5.297879472E-05, 1.237678735E-04, 4.210612659E-03,-2.010396299E-03, 2.507229636E-01
      3276, 2.462499202E-02, 1.549986511E-02, 2.462499202E-02, 1.549986511E-02, 2.810826245E-08, 2.654687625E-10,-2.160515371E-04, 1.711185591E-04, 9.491040917E-03
      3277, 2.273670863E-01, 1.550747459E-02, 2.273670863E-01, 1.550747459E-02, 2.662167775E-05, 2.749097439E-07, 1.780076249E-03, 1.381491137E-03, 6.974659420E-01
      3278, 2.092187049E-01, 1.551021807E-02, 2.092187049E-01, 1.551021807E-02, 3.850181091E-05, 1.134259594E-04, 1.114664088E-02, 1.144897168E-03, 6.408161958E-01
      3279, 2.197482818E-01, 1.551648076E-02, 2.197482818E-01, 1.551648076E-02, 5.289489821E-05, 9.858887650E-05, 1.017943950E-02, 3.847027966E-03, 6.771081676E-01
      3280, 6.794691326E-02, 1.553811572E-02, 6.794691326E-02, 1.553811572E-02, 1.597976498E-05, 4.877399577E-05,-1.442660774E-03, 1.255150492E-03, 3.257950678E-02
      3281, 2.777154558E-02, 1.557636304E-02, 2.777154558E-02, 1.557636304E-02, 2.654905560E-07, 2.004928997E-07,-1.748439191E-03, 1.285920785E-03, 1.298021288E-02
      3282, 2.032397760E-01, 1.558475691E-02, 2.032397760E-01, 1.558475691E-02, 3.851599585E-05, 1.156970988E-04, 1.139917067E-02, 2.839690229E-04, 6.229876010E-01
      3283, 2.469118692E-02, 1.558932102E-02, 2.469118692E-02, 1.558932102E-02, 4.448011645E-08, 8.365770729E-10,-3.180966741E-04, 2.483952094E-04, 9.545991242E-03
      3284, 2.218457731E-01, 1.559685416E-02, 2.218457731E-01, 1.559685416E-02, 6.781499241E-05, 8.724937834E-05, 9.819452357E-03, 4.576819669E-03, 6.870074674E-01
      3285, 2.272980225E-01, 1.560072615E-02, 2.272980225E-01, 1.560072615E-02, 4.222081766E-05, 8.634715390E-07, 2.567354591E-03, 1.958248050E-03, 6.971330446E-01
      3286, 1.575477679E-01, 1.561032440E-02, 1.575477679E-01, 1.561032440E-02, 5.077343493E-05, 1.295654093E-04, 8.659367174E-03,-2.017509760E-03, 4.414654473E-01
      3287, 2.617140990E-02, 1.561516611E-02, 2.617140990E-02, 1.561516611E-02, 1.351312609E-07, 3.849607615E-08,-1.088803141E-03, 8.157908881E-04, 1.121349568E-02
      3288, 3.371595415E-02, 1.562913898E-02, 3.371595415E-02, 1.562913898E-02, 7.142314914E-07, 2.424277709E-06,-3.331126604E-03, 2.467087227E-03, 1.933989203E-02
      3289, 2.256320707E-01, 1.564876773E-02, 2.256320707E-01, 1.564876773E-02, 8.985233207E-05, 2.667307326E-05, 7.115855514E-03, 4.618615812E-03, 6.990109349E-01
      3290, 4.280129062E-02, 1.566294012E-02, 4.280129062E-02, 1.566294012E-02, 2.322516188E-06, 9.261941392E-06,-3.667075672E-03, 3.255215436E-03, 2.609797219E-02
      3291, 8.593379176E-02, 1.567969498E-02, 8.593379176E-02, 1.567969498E-02, 3.220736619E-05, 8.198159238E-05, 1.363121202E-04,-2.633160124E-04, 7.017845216E-02
      3292, 2.477048980E-02, 1.569670247E-02, 2.477048980E-02, 1.569670247E-02, 5.781349815E-08, 2.271273731E-09,-4.376651645E-04, 3.402044355E-04, 9.617726388E-03
      3293, 2.272153291E-01, 1.571273421E-02, 2.272153291E-01, 1.571273421E-02, 5.442369863E-05, 2.293831374E-06, 3.449207551E-03, 2.563368830E-03, 6.967603010E-01
      3294, 2.280200453E-01, 1.571678089E-02, 2.280200453E-01, 1.571678089E-02, 4.522331663E-06, 2.019505169E-09, 0.000000000E+00, 0.000000000E+00, 6.952871153E-01
      3295, 2.397956707E-02, 1.571709231E-02, 2.397956707E-02, 1.571709231E-02, 4.364810866E-09, 1.810068331E-12, 0.000000000E+00, 0.000000000E+00, 8.758174898E-03
      3296, 2.401996353E-02, 1.576735743E-02, 2.401996353E-02, 1.576735743E-02, 7.624946842E-09, 1.071652159E-11,-6.106162364E-05, 4.908351290E-05, 8.780227699E-03
      3297, 2.279780373E-01, 1.576905945E-02, 2.279780373E-01, 1.576905945E-02, 7.912918960E-06, 1.200575575E-08, 5.368055174E-04, 4.253555641E-04, 6.952095759E-01
      3298, 2.061565197E-01, 1.581880261E-02, 2.061565197E-01, 1.581880261E-02, 3.876345202E-05, 1.160012390E-04, 1.157819054E-02, 6.674549841E-04, 6.312821499E-01
      3299, 2.406843481E-02, 1.582763947E-02, 2.406843481E-02, 1.582763947E-02, 1.644823882E-08, 6.664443808E-11,-1.344143299E-04, 1.072716267E-04, 8.828241656E-03
      3300, 2.279276558E-01, 1.583181137E-02, 2.279276558E-01, 1.583181137E-02, 1.708850514E-05, 7.482557764E-08, 1.164829876E-03, 9.167255824E-04, 6.950296445E-01
      3301, 1.197550492E-01, 1.584180446E-02, 1.197550492E-01, 1.584180446E-02, 5.338988920E-05, 1.232664093E-04, 4.323838949E-03,-1.983036142E-03, 2.325572048E-01
      3302, 5.812855641E-02, 1.586369414E-02, 5.812855641E-02, 1.586369414E-02, 9.247942642E-06, 3.169535586E-05,-1.982498125E-03, 2.200819912E-03, 2.689962972E-02
      3303, 8.405675863E-02, 1.586629286E-02, 8.405675863E-02, 1.586629286E-02, 3.091026915E-05, 7.930950690E-05, 2.010622952E-04,-1.369734604E-04, 6.434778990E-02
      3304, 9.164771208E-02, 1.587166625E-02, 9.164771208E-02, 1.587166625E-02, 3.768274580E-05, 9.189068674E-05, 9.838943337E-04,-6.715487226E-04, 9.085050907E-02
      3305, 1.959562965E-01, 1.587576806E-02, 1.959562965E-01, 1.587576806E-02, 4.044671163E-05, 1.192559368E-04, 1.167192319E-02,-4.320556725E-04, 5.999077268E-01
      3306, 6.497857442E-02, 1.589719253E-02, 6.497857442E-02, 1.589719253E-02, 1.404586832E-05, 4.403222964E-05,-1.300725680E-03, 1.502269861E-03, 2.997815955E-02
      3307, 2.412661206E-02, 1.589994378E-02, 2.412661206E-02, 1.589994378E-02, 2.852009096E-08, 2.705993573E-10,-2.212487383E-04, 1.762214330E-04, 8.876561658E-03
      3308, 5.990269721E-02, 1.590398571E-02, 5.990269721E-02, 1.590398571E-02, 1.041743519E-05, 3.490276482E-05,-1.763434932E-03, 2.011558739E-03, 2.726528468E-02
      3309, 2.278672448E-01, 1.590712964E-02, 2.278672448E-01, 1.590712964E-02, 2.967344878E-05, 3.042507440E-07, 1.891616917E-03, 1.469963777E-03, 6.948094402E-01
      3310, 2.576879061E-02, 1.591417439E-02, 2.576879061E-02, 1.591417439E-02, 1.342261089E-07, 3.670995492E-08,-1.091395470E-03, 8.191401611E-04, 1.072495644E-02
      3311, 5.558437262E-02, 1.591526582E-02, 5.558437262E-02, 1.591526582E-02, 7.828348927E-06, 2.743713985E-05,-2.196875254E-03, 2.444358616E-03, 2.675980508E-02
      3312, 1.845967500E-01, 1.594873365E-02, 1.845967500E-01, 1.594873365E-02, 4.372820064E-05, 1.236453519E-04, 1.129952232E-02,-1.164206956E-03, 5.592633277E-01
      3313, 2.724203460E-02, 1.595765362E-02, 2.724203460E-02, 1.595765362E-02, 2.582786746E-07, 1.868307770E-07,-1.749873561E-03, 1.294682761E-03, 1.236198568E-02
      3314, 1.863080641E-01, 1.596147069E-02, 1.863080641E-01, 1.596147069E-02, 4.327096957E-05, 1.231379806E-04, 1.140098037E-02,-1.075722901E-03, 5.656418364E-01
      3315, 1.544327123E-01, 1.596308467E-02, 1.544327123E-01, 1.596308467E-02, 5.242270758E-05, 1.314583014E-04, 8.772149070E-03,-2.107136486E-03, 4.258771986E-01
      3316, 1.486184153E-01, 1.596818015E-02, 1.486184153E-01, 1.596818015E-02, 5.372584558E-05, 1.319087628E-04, 8.128786970E-03,-2.186726992E-03, 3.957951927E-01
      3317, 1.259340088E-01, 1.596872966E-02, 1.259340088E-01, 1.596872966E-02, 5.504857051E-05, 1.274643502E-04, 5.304229353E-03,-2.129787072E-03, 2.680703653E-01
      3318, 2.922200734E-02, 1.597301434E-02, 2.922200734E-02, 1.597301434E-02, 4.025174263E-07, 6.779993214E-07,-2.429596351E-03, 1.775195149E-03, 1.455412942E-02
      3319, 6.232351288E-02, 1.598653617E-02, 6.232351288E-02, 1.598653617E-02, 1.219056832E-05, 3.940621871E-05,-1.449163072E-03, 1.745646013E-03, 2.828806320E-02
      3320, 2.244507363E-01, 1.598754264E-02, 2.244507363E-01, 1.598754264E-02, 1.005202912E-04, 6.175988238E-05, 9.284687865E-03, 5.338159274E-03, 6.949440394E-01
      3321, 2.419303420E-02, 1.598929215E-02, 2.419303420E-02, 1.598929215E-02, 4.512145217E-08, 8.514392226E-10,-3.254270960E-04, 2.555231615E-04, 8.928926375E-03
      3322, 1.029330131E-01, 1.599703752E-02, 1.029330131E-01, 1.599703752E-02, 4.655256804E-05, 1.081331343E-04, 2.437486018E-03,-1.335088103E-03, 1.413376466E-01
      3323, 2.277982777E-01, 1.599985041E-02, 2.277982777E-01, 1.599985041E-02, 4.717400771E-05, 9.562134372E-07, 2.725985486E-03, 2.079075235E-03, 6.944543651E-01
      3324, 7.083738696E-02, 1.600679637E-02, 7.083738696E-02, 1.600679637E-02, 1.901542808E-05, 5.529192413E-05,-7.046865785E-04, 9.611113107E-04, 3.597932029E-02
      3325, 5.260701505E-02, 1.601115955E-02, 5.260701505E-02, 1.601115955E-02, 6.361823425E-06, 2.276791610E-05,-2.436268982E-03, 2.743865503E-03, 2.690047980E-02
      3326, 1.515292002E-01, 1.602993416E-02, 1.515292002E-01, 1.602993416E-02, 5.329591355E-05, 1.320353425E-04, 8.531354976E-03,-2.157462269E-03, 4.109569070E-01
      3327, 2.142734452E-01, 1.603568393E-02, 2.142734452E-01, 1.603568393E-02, 4.162738411E-05, 1.136585981E-04, 1.138689747E-02, 2.264483671E-03, 6.541238284E-01
      3328, 1.000470941E-01, 1.604059107E-02, 1.000470941E-01, 1.604059107E-02, 4.481009305E-05, 1.046895402E-04, 2.160727539E-03,-1.189390284E-03, 1.273642747E-01
      3329, 2.261998903E-01, 1.606660216E-02, 2.261998903E-01, 1.606660216E-02, 9.309955744E-05, 2.541622822E-05, 7.485730756E-03, 4.936599202E-03, 6.966528249E-01
      3330, 1.456799878E-01, 1.607375853E-02, 1.456799878E-01, 1.607375853E-02, 5.456737734E-05, 1.323482497E-04, 7.931266460E-03,-2.225300251E-03, 3.799831356E-01
      3331, 9.443162269E-02, 1.607791825E-02, 9.443162269E-02, 1.607791825E-02, 4.061114538E-05, 9.691225470E-05, 1.569968608E-03,-8.649794093E-04, 1.020962441E-01
      3332, 2.427262285E-02, 1.609655996E-02, 2.427262285E-02, 1.609655996E-02, 5.868938212E-08, 2.306795304E-09,-4.475749989E-04, 3.494288774E-04, 8.998576928E-03
      3333, 9.721181075E-02, 1.610826818E-02, 9.721181075E-02, 1.610826818E-02, 4.294613212E-05, 1.011067864E-04, 1.927565953E-03,-1.034652382E-03, 1.141892633E-01
      3334, 1.605192786E-01, 1.611064588E-02, 1.605192786E-01, 1.611064588E-02, 5.130646315E-05, 1.312401980E-04, 9.604519977E-03,-2.009666074E-03, 4.557365988E-01
      3335, 2.277156777E-01, 1.611121718E-02, 2.277156777E-01, 1.611121718E-02, 6.068660096E-05, 2.533124326E-06, 3.651912048E-03, 2.714933886E-03, 6.940752762E-01
      3336, 2.348095305E-02, 1.611888659E-02, 2.348095305E-02, 1.611888659E-02, 4.651054171E-09, 1.938190890E-12, 0.000000000E+00, 0.000000000E+00, 8.128656509E-03
      3337, 2.285194922E-01, 1.611924643E-02, 2.285194922E-01, 1.611924643E-02, 4.453410953E-06, 1.973089393E-09, 0.000000000E+00, 0.000000000E+00, 6.921346265E-01
      3338, 1.168031706E-01, 1.612076197E-02, 1.168031706E-01, 1.612076197E-02, 5.353304281E-05, 1.223500082E-04, 4.347451241E-03,-1.933166322E-03, 2.155378865E-01
      3339, 1.885999117E-01, 1.612141628E-02, 1.885999117E-01, 1.612141628E-02, 4.293944832E-05, 1.229910523E-04, 1.169644961E-02,-9.507092327E-04, 5.740177710E-01
      3340, 8.154712893E-02, 1.612701048E-02, 8.154712893E-02, 1.612701048E-02, 2.921332523E-05, 7.564689045E-05, 3.536375961E-04, 4.322478068E-05, 5.742015259E-02
      3341, 1.822206516E-01, 1.614108794E-02, 1.822206516E-01, 1.614108794E-02, 4.481197307E-05, 1.252012727E-04, 1.139336915E-02,-1.285080958E-03, 5.499965313E-01
      3342, 1.287572592E-01, 1.614299530E-02, 1.287572592E-01, 1.614299530E-02, 5.585483256E-05, 1.293736497E-04, 5.919799783E-03,-2.193213414E-03, 2.845439991E-01
      3343, 1.934847392E-01, 1.615014957E-02, 1.934847392E-01, 1.615014957E-02, 4.163643821E-05, 1.213738091E-04, 1.189818582E-02,-6.326593460E-04, 5.913680706E-01
      3344, 3.124193718E-02, 1.615637566E-02, 3.124193718E-02, 1.615637566E-02, 5.507509776E-07, 1.535191880E-06,-3.015073599E-03, 2.208046292E-03, 1.670243713E-02
      3345, 1.057610159E-01, 1.615844609E-02, 1.057610159E-01, 1.615844609E-02, 4.877279595E-05, 1.120909022E-04, 3.014311691E-03,-1.489887200E-03, 1.554831804E-01
      3346, 2.352159580E-02, 1.616918229E-02, 2.352159580E-02, 1.616918229E-02, 8.123720687E-09, 1.147318163E-11,-6.267604093E-05, 5.064500736E-05, 8.150659633E-03
      3347, 2.284774924E-01, 1.617120317E-02, 2.284774924E-01, 1.617120317E-02, 7.789278592E-06, 1.172318015E-08, 5.777117380E-04, 4.601739942E-04, 6.920488225E-01
      3348, 1.427960670E-01, 1.617805696E-02, 1.427960670E-01, 1.617805696E-02, 5.533436533E-05, 1.326759494E-04, 7.730880708E-03,-2.252933894E-03, 3.641740337E-01
      3349, 3.799179179E-02, 1.620863076E-02, 3.799179179E-02, 1.620863076E-02, 1.335757253E-06, 5.566125080E-06,-3.645870708E-03, 3.012991084E-03, 2.336541987E-02
      3350, 1.910288181E-01, 1.621166853E-02, 1.910288181E-01, 1.621166853E-02, 4.242496699E-05, 1.225040131E-04, 1.188368093E-02,-8.026530773E-04, 5.827292116E-01
      3351, 1.399582961E-01, 1.622808257E-02, 1.399582961E-01, 1.622808257E-02, 5.584443842E-05, 1.326088881E-04, 7.459510678E-03,-2.265520512E-03, 3.484836704E-01
      3352, 7.357223284E-02, 1.622888298E-02, 7.357223284E-02, 1.622888298E-02, 2.189055626E-05, 6.108728525E-05,-2.162393342E-04, 7.077035578E-04, 4.007498388E-02
      3353, 2.357037888E-02, 1.622951931E-02, 2.357037888E-02, 1.622951931E-02, 1.753428629E-08, 7.142890522E-11,-1.379041017E-04, 1.106597077E-04, 8.198898338E-03
      3354, 1.315456200E-01, 1.623086615E-02, 1.315456200E-01, 1.623086615E-02, 5.627303646E-05, 1.307623575E-04, 6.409682793E-03,-2.233960961E-03, 3.006676153E-01
      3355, 2.284271219E-01, 1.623357720E-02, 2.284271219E-01, 1.623357720E-02, 1.681755317E-05, 7.305922058E-08, 1.251334861E-03, 9.896908564E-04, 6.918545735E-01
      3356, 1.371405637E-01, 1.623945706E-02, 1.371405637E-01, 1.623945706E-02, 5.613940842E-05, 1.322129638E-04, 7.129633209E-03,-2.262711373E-03, 3.326792173E-01
      3357, 1.343345191E-01, 1.625414334E-02, 1.343345191E-01, 1.625414334E-02, 5.632796634E-05, 1.316575242E-04, 6.798467804E-03,-2.253844460E-03, 3.167026499E-01
      3358, 1.139946110E-01, 1.626009975E-02, 1.139946110E-01, 1.626009975E-02, 5.304791144E-05, 1.206744946E-04, 4.199460416E-03,-1.853483438E-03, 1.996785109E-01
      3359, 1.085139145E-01, 1.626569303E-02, 1.085139145E-01, 1.626569303E-02, 5.062878739E-05, 1.155136273E-04, 3.515594386E-03,-1.627996592E-03, 1.698009516E-01
      3360, 7.891523788E-02, 1.627337842E-02, 7.891523788E-02, 1.627337842E-02, 2.703740029E-05, 7.126666123E-05, 3.009282046E-04, 2.531239345E-04, 5.077043139E-02
      3361, 1.716414263E-01, 1.628429441E-02, 1.716414263E-01, 1.628429441E-02, 4.838672853E-05, 1.291294842E-04, 1.082849057E-02,-1.719782460E-03, 5.065701658E-01
      3362, 1.112470219E-01, 1.628960783E-02, 1.112470219E-01, 1.628960783E-02, 5.201945974E-05, 1.183222295E-04, 3.897318642E-03,-1.747487849E-03, 1.845234735E-01
      3363, 1.633038638E-01, 1.630033192E-02, 1.633038638E-01, 1.630033192E-02, 5.095866105E-05, 1.313726338E-04, 1.011367627E-02,-1.959959056E-03, 4.689422933E-01
      3364, 2.362893213E-02, 1.630188729E-02, 2.362893213E-02, 1.630188729E-02, 3.044357879E-08, 2.903582431E-10,-2.268201230E-04, 1.815913234E-04, 8.246529466E-03
      3365, 1.796792723E-01, 1.630570115E-02, 1.796792723E-01, 1.630570115E-02, 4.594845891E-05, 1.267423756E-04, 1.142194796E-02,-1.411845464E-03, 5.399115106E-01
      3366, 7.625421819E-02, 1.630853068E-02, 7.625421819E-02, 1.630853068E-02, 2.457821466E-05, 6.640580494E-05, 1.158599488E-04, 4.736123040E-04, 4.500798089E-02
      3367, 2.283667310E-01, 1.630844729E-02, 2.283667310E-01, 1.630844729E-02, 2.916094768E-05, 2.966413373E-07, 2.027526491E-03, 1.583115148E-03, 6.916336472E-01
      3368, 2.181220514E-01, 1.632137132E-02, 2.181220514E-01, 1.632137132E-02, 4.664708780E-05, 1.104542226E-04, 1.134589089E-02, 3.408243243E-03, 6.646235419E-01
      3369, 2.523184424E-02, 1.632404004E-02, 2.523184424E-02, 1.632404004E-02, 1.336927439E-07, 3.593568665E-08,-1.095680003E-03, 8.292265849E-04, 1.006100611E-02
      3370, 1.688369172E-01, 1.634403280E-02, 1.688369172E-01, 1.634403280E-02, 4.939621737E-05, 1.301481284E-04, 1.067068200E-02,-1.814202782E-03, 4.942302813E-01
      3371, 1.660629312E-01, 1.634720051E-02, 1.660629312E-01, 1.634720051E-02, 5.026443686E-05, 1.309140711E-04, 1.042988311E-02,-1.892669001E-03, 4.816870662E-01
      3372, 2.227607678E-01, 1.636113462E-02, 2.227607678E-01, 1.636113462E-02, 6.995975035E-05, 9.122236887E-05, 1.062886940E-02, 5.091299781E-03, 6.843008816E-01
      3373, 1.743989631E-01, 1.637259664E-02, 1.743989631E-01, 1.637259664E-02, 4.774642742E-05, 1.287062211E-04, 1.114044946E-02,-1.629802076E-03, 5.182643481E-01
      3374, 1.770709295E-01, 1.638736924E-02, 1.770709295E-01, 1.638736924E-02, 4.693736770E-05, 1.279231841E-04, 1.134624108E-02,-1.527892906E-03, 5.293598362E-01
      3375, 2.266071416E-01, 1.639027511E-02, 2.266071416E-01, 1.639027511E-02, 9.457885070E-05, 2.606078237E-05, 7.799813633E-03, 5.187552714E-03, 6.944419364E-01
      3376, 2.369557405E-02, 1.639112062E-02, 2.369557405E-02, 1.639112062E-02, 4.821074985E-08, 9.123831646E-10,-3.329523229E-04, 2.627992109E-04, 8.296043947E-03
      3377, 2.249712258E-01, 1.639613511E-02, 2.249712258E-01, 1.639613511E-02, 1.033345939E-04, 6.320720555E-05, 9.729400008E-03, 5.668724426E-03, 6.929152351E-01
      3378, 2.282978867E-01, 1.640060871E-02, 2.282978867E-01, 1.640060871E-02, 4.608371428E-05, 9.272491184E-07, 2.913242772E-03, 2.233907997E-03, 6.912918481E-01
      3379, 2.638873160E-02, 1.640853019E-02, 2.638873160E-02, 1.640853019E-02, 2.348253377E-07, 1.523430751E-07,-1.639481666E-03, 1.219502328E-03, 1.136480087E-02
      3380, 2.377544177E-02, 1.649826824E-02, 2.377544177E-02, 1.649826824E-02, 6.255038117E-08, 2.475726618E-09,-4.572664662E-04, 3.582522831E-04, 8.363852432E-03
      3381, 2.206173199E-01, 1.650380835E-02, 2.206173199E-01, 1.650380835E-02, 5.404379537E-05, 1.050469084E-04, 1.124534825E-02, 4.312511182E-03, 6.732433461E-01
      3382, 2.282154107E-01, 1.651130009E-02, 2.282154107E-01, 1.651130009E-02, 5.907686383E-05, 2.431057601E-06, 3.892814691E-03, 2.914467866E-03, 6.909403333E-01
      3383, 2.298167353E-02, 1.652364604E-02, 2.298167353E-02, 1.652364604E-02, 4.688888259E-09, 1.961583954E-12, 0.000000000E+00, 0.000000000E+00, 7.478792661E-03
      3384, 2.290195097E-01, 1.652460830E-02, 2.290195097E-01, 1.652460830E-02, 4.502292063E-06, 1.975639882E-09, 0.000000000E+00, 0.000000000E+00, 6.882864221E-01
      3385, 4.606552244E-02, 1.653738972E-02, 4.606552244E-02, 1.653738972E-02, 3.732025088E-06, 1.428309962E-05,-2.862290984E-03, 3.134015174E-03, 2.697996217E-02
      3386, 2.302257165E-02, 1.657392658E-02, 2.302257165E-02, 1.657392658E-02, 8.188377463E-09, 1.161039358E-11,-6.442468089E-05, 5.237537450E-05, 7.500692257E-03
      3387, 2.289775303E-01, 1.657620600E-02, 2.289775303E-01, 1.657620600E-02, 7.873462251E-06, 1.173476638E-08, 6.148838774E-04, 4.944080148E-04, 6.882118985E-01
      3388, 2.307167364E-02, 1.663427411E-02, 2.307167364E-02, 1.663427411E-02, 1.768087958E-08, 7.235711501E-11,-1.417389758E-04, 1.144093911E-04, 7.548618843E-03
      3389, 2.484395926E-02, 1.663644655E-02, 2.484395926E-02, 1.663644655E-02, 1.338752570E-07, 3.605985194E-08,-1.109775857E-03, 8.466885453E-04, 9.580572012E-03
      3390, 2.289271814E-01, 1.663815528E-02, 2.289271814E-01, 1.663815528E-02, 1.700666407E-05, 7.317933922E-08, 1.330415751E-03, 1.063425927E-03, 6.880376316E-01
      3391, 2.011982377E-01, 1.669382028E-02, 2.011982377E-01, 1.669382028E-02, 4.101402099E-05, 1.214876695E-04, 1.257444447E-02, 6.109708674E-05, 6.155997858E-01
      3392, 2.806711435E-02, 1.670575939E-02, 2.806711435E-02, 1.670575939E-02, 3.864134624E-07, 6.111965652E-07,-2.381322667E-03, 1.752973807E-03, 1.320583377E-02
      3393, 2.313059988E-02, 1.670666215E-02, 2.313059988E-02, 1.670666215E-02, 3.071098516E-08, 2.942130166E-10,-2.330145031E-04, 1.876020754E-04, 7.596250469E-03
      3394, 2.108592412E-01, 1.670751876E-02, 2.108592412E-01, 1.670751876E-02, 4.091600206E-05, 1.191373993E-04, 1.232380562E-02, 1.518851410E-03, 6.426159358E-01
      3395, 2.288668182E-01, 1.671251736E-02, 2.288668182E-01, 1.671251736E-02, 2.950616971E-05, 2.973273877E-07, 2.151722314E-03, 1.701682825E-03, 6.878170604E-01
      3396, 2.319738247E-02, 1.679572825E-02, 2.319738247E-02, 1.679572825E-02, 4.855567881E-08, 9.214774896E-10,-3.415038982E-04, 2.709676132E-04, 7.645898060E-03
      3397, 2.287981578E-01, 1.680407793E-02, 2.287981578E-01, 1.680407793E-02, 4.670779329E-05, 9.307885574E-07, 3.085305890E-03, 2.398722198E-03, 6.874168461E-01
      3398, 2.327743458E-02, 1.690269412E-02, 2.327743458E-02, 1.690269412E-02, 6.296297594E-08, 2.497638681E-09,-4.682652849E-04, 3.688398094E-04, 7.714147013E-03
      3399, 2.287158785E-01, 1.691404381E-02, 2.287158785E-01, 1.691404381E-02, 6.000499071E-05, 2.465081255E-06, 4.117446944E-03, 3.123076613E-03, 6.869987770E-01
      3400, 2.248324076E-02, 1.693029742E-02, 2.248324076E-02, 1.693029742E-02, 4.453937387E-09, 1.864472848E-12, 0.000000000E+00, 0.000000000E+00, 6.817297724E-03
      3401, 2.295185038E-01, 1.693172543E-02, 2.295185038E-01, 1.693172543E-02, 4.839604481E-06, 2.100574360E-09, 0.000000000E+00, 0.000000000E+00, 6.841519756E-01
      3402, 2.258118676E-01, 1.693283683E-02, 2.258118676E-01, 1.693283683E-02, 1.087484311E-04, 6.084024511E-05, 1.014336209E-02, 6.066031548E-03, 6.895004589E-01
      3403, 2.271208325E-01, 1.693410821E-02, 2.271208325E-01, 1.693410821E-02, 1.017884856E-04, 3.251851329E-05, 8.600372756E-03, 5.706479759E-03, 6.907545647E-01
      3404, 4.114247421E-02, 1.695737747E-02, 4.114247421E-02, 1.695737747E-02, 2.232360238E-06, 9.166963628E-06,-3.197850189E-03, 3.134620086E-03, 2.553968153E-02
      3405, 2.252430667E-02, 1.698048385E-02, 2.252430667E-02, 1.698048385E-02, 7.775193384E-09, 1.103030809E-11,-6.599764950E-05, 5.401772525E-05, 6.839161716E-03
      3406, 2.294765908E-01, 1.698293433E-02, 2.294765908E-01, 1.698293433E-02, 8.462428960E-06, 1.247521257E-08, 6.470989874E-04, 5.238238926E-04, 6.840751591E-01
      3407, 2.553193538E-02, 1.703082204E-02, 2.553193538E-02, 1.703082204E-02, 2.311383313E-07, 1.433676851E-07,-1.641289370E-03, 1.223376083E-03, 1.031701916E-02
      3408, 2.239258481E-01, 1.704058595E-02, 2.239258481E-01, 1.704058595E-02, 7.643197827E-05, 9.122197811E-05, 1.128139663E-02, 5.688206392E-03, 6.821994345E-01
      3409, 2.257361258E-02, 1.704074818E-02, 2.257361258E-02, 1.704074818E-02, 1.678980769E-08, 6.877646011E-11,-1.452759887E-04, 1.180483906E-04, 6.886963768E-03
      3410, 2.294263268E-01, 1.704443023E-02, 2.294263268E-01, 1.704443023E-02, 1.828975739E-05, 7.787120996E-08, 1.400861187E-03, 1.127440553E-03, 6.838966161E-01
      3411, 2.432724348E-02, 1.707345943E-02, 2.432724348E-02, 1.707345943E-02, 1.339720360E-07, 3.895512191E-08,-1.135024156E-03, 8.755951256E-04, 8.927597165E-03
      3412, 2.263276371E-02, 1.711305266E-02, 2.263276371E-02, 1.711305266E-02, 2.916029707E-08, 2.796172586E-10,-2.388784966E-04, 1.936142494E-04, 6.934792528E-03
      3413, 2.293660791E-01, 1.711825996E-02, 2.293660791E-01, 1.711825996E-02, 3.177096633E-05, 3.167955789E-07, 2.266041785E-03, 1.804292097E-03, 6.836638998E-01
      3414, 3.009993129E-02, 1.717446592E-02, 3.009993129E-02, 1.717446592E-02, 5.570556602E-07, 1.622880906E-06,-3.027448877E-03, 2.239993877E-03, 1.542405554E-02
      3415, 2.269959316E-02, 1.720185584E-02, 2.269959316E-02, 1.720185584E-02, 4.595200039E-08, 8.725112490E-10,-3.499519095E-04, 2.794437625E-04, 6.985288607E-03
