nodenumber,    x-coordinate,    y-coordinate,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      x-velocity,      y-velocity,        pressure
      4512, 2.481214260E-01, 2.997778012E-02, 2.481214260E-01, 2.997778012E-02, 2.351332397E-04, 8.002959865E-05, 4.145553254E-02, 5.131414942E-03,-2.075506352E-01
      4513, 5.885516235E-03, 2.997974330E-02, 5.885516235E-03, 2.997974330E-02, 1.385136846E-04, 3.849875475E-05, 3.240086891E-02, 4.011109129E-04,-8.522243089E-02
      4514, 5.015242156E-03, 2.999396686E-02, 5.015242156E-03, 2.999396686E-02, 1.451724554E-04, 3.960162953E-05, 3.318525846E-02, 6.188113588E-04,-9.722450172E-02
      4515, 3.853957781E-04, 2.999808332E-02, 3.853957781E-04, 2.999808332E-02, 1.918355421E-04, 5.239798698E-05, 3.778930061E-02, 2.293696446E-03,-1.548602007E-01
      4516, 2.516065358E-01, 2.999825267E-02, 2.516065358E-01, 2.999825267E-02, 1.988066501E-04, 5.570749098E-05, 3.854142886E-02, 2.632971310E-03,-1.613779616E-01
      4517, 1.071066131E-02, 3.001653571E-02, 1.071066131E-02, 3.001653571E-02, 1.126342617E-04, 3.902505659E-05, 2.956825371E-02, 2.221893150E-04,-2.582134756E-02
      4518, 1.314824354E-03, 3.004318043E-02, 1.314824354E-03, 3.004318043E-02, 1.805553142E-04, 5.038068000E-05, 3.701828760E-02, 1.918085201E-03,-1.460722551E-01
      4519, 2.279316277E-01, 3.009395303E-02, 2.279316277E-01, 3.009395303E-02, 6.431058201E-05, 1.651357630E-04, 2.987971023E-02, 7.467211040E-03, 4.854204299E-01
      4520, 2.352844028E-01, 3.022610280E-02, 2.352844028E-01, 3.022610280E-02, 8.089645232E-05, 1.737732283E-04, 3.307028486E-02, 1.102730636E-02, 3.151037622E-01
      4521, 2.003446719E-01, 3.028792213E-02, 2.003446719E-01, 3.028792213E-02, 4.963871322E-05, 1.351018601E-04, 2.988533921E-02, 3.790248253E-04, 5.842850356E-01
      4522, 2.417354285E-01, 3.034811448E-02, 2.417354285E-01, 3.034811448E-02, 1.229985803E-04, 1.581647974E-04, 3.904447326E-02, 1.173279958E-02, 1.783447368E-02
      4523, 3.690528240E-02, 3.036749258E-02, 3.690528240E-02, 3.036749258E-02, 8.058248729E-05, 7.416158979E-05, 2.810666570E-02,-1.810829719E-04, 3.511965658E-02
      4524, 4.699261164E-02, 3.036809310E-02, 4.699261164E-02, 3.036809310E-02, 7.798747085E-05, 8.472179212E-05, 2.863626351E-02,-3.281446657E-04, 4.005552615E-02
      4525, 2.162261322E-03, 3.037389578E-02, 2.162261322E-03, 3.037389578E-02, 1.809945402E-04, 6.264701668E-05, 3.850609337E-02, 1.819140915E-03,-1.314963789E-01
      4526, 9.738621510E-03, 3.038371194E-02, 9.738621510E-03, 3.038371194E-02, 1.250662091E-04, 4.878094435E-05, 3.316207160E-02, 3.804318142E-04,-3.264454634E-02
      4527, 1.958219012E-02, 3.039370034E-02, 1.958219012E-02, 3.039370034E-02, 9.427675790E-05, 5.350800093E-05, 2.895666166E-02, 2.061498817E-04, 1.084445861E-02
      4528, 2.144135784E-01, 3.040119681E-02, 2.144135784E-01, 3.040119681E-02, 5.284108699E-05, 1.450895137E-04, 2.938864412E-02, 2.849588978E-03, 5.825717330E-01
      4529, 1.671643343E-02, 3.040511934E-02, 1.671643343E-02, 3.040511934E-02, 1.005845387E-04, 5.060772856E-05, 2.992567503E-02, 2.256249227E-04, 3.173354381E-03
      4530, 1.853923769E-01, 3.045090072E-02, 1.853923769E-01, 3.045090072E-02, 4.918227833E-05, 1.294072191E-04, 3.095583869E-02,-1.112176463E-03, 5.477145831E-01
      4531, 2.386337593E-01, 3.047716183E-02, 2.386337593E-01, 3.047716183E-02, 9.427540751E-05, 1.705362229E-04, 3.600710953E-02, 1.189687824E-02, 1.803565478E-01
      4532, 1.823634165E-01, 3.053287029E-02, 1.823634165E-01, 3.053287029E-02, 4.911885813E-05, 1.283071347E-04, 3.123108056E-02,-1.332702181E-03, 5.376830149E-01
      4533,-5.131529761E-18, 3.053875493E-02,-5.131529761E-18, 3.053875493E-02, 1.890729439E-04, 8.146680520E-05, 4.070340889E-02, 2.875011093E-03,-1.495433489E-01
      4534, 6.017277158E-05, 3.053875493E-02, 6.017277158E-05, 3.053875493E-02, 1.889128275E-04, 8.109617170E-05, 4.067155399E-02, 2.848104095E-03,-1.490410446E-01
      4535, 1.316585101E-04, 3.053881479E-02, 1.316585101E-04, 3.053881479E-02, 1.887539284E-04, 8.064803868E-05, 4.063353006E-02, 2.816565845E-03,-1.483490774E-01
      4536, 2.518631531E-01, 3.053879716E-02, 2.518631531E-01, 3.053879716E-02, 1.893932100E-04, 8.235923224E-05, 4.077501437E-02, 2.937315630E-03,-1.509289464E-01
      4537, 2.519374550E-01, 3.053875493E-02, 2.519374550E-01, 3.053875493E-02, 1.892399036E-04, 8.185228861E-05, 4.073583017E-02, 2.903279605E-03,-1.501044897E-01
      4538, 2.520000000E-01, 3.053875493E-02, 2.520000000E-01, 3.053875493E-02, 1.890729439E-04, 8.146680520E-05, 4.070340889E-02, 2.875011093E-03,-1.495433489E-01
      4539, 2.163367400E-04, 3.053894548E-02, 2.163367400E-04, 3.053894548E-02, 1.887176904E-04, 8.026784659E-05, 4.059337704E-02, 2.780831170E-03,-1.475520503E-01
      4540, 2.517752018E-01, 3.053887222E-02, 2.517752018E-01, 3.053887222E-02, 1.899193421E-04, 8.286802460E-05, 4.082340245E-02, 2.979521155E-03,-1.517176868E-01
      4541, 1.305464273E-02, 3.056677821E-02, 1.305464273E-02, 3.056677821E-02, 1.133901289E-04, 5.285899464E-05, 3.252245735E-02, 3.990373912E-04,-7.489590675E-03
      4542, 2.955514803E-04, 3.058017546E-02, 2.955514803E-04, 3.058017546E-02, 1.872483667E-04, 8.196662984E-05, 4.066428400E-02, 2.765539985E-03,-1.463559110E-01
      4543, 2.516953354E-01, 3.058074720E-02, 2.516953354E-01, 3.058074720E-02, 1.888256786E-04, 8.538243120E-05, 4.096023887E-02, 3.039116237E-03,-1.512780678E-01
      4544, 2.428667202E-01, 3.058291401E-02, 2.428667202E-01, 3.058291401E-02, 1.285784800E-04, 1.542321660E-04, 4.036784296E-02, 1.085591996E-02,-3.923347871E-02
      4545, 3.055000577E-03, 3.060582320E-02, 3.055000577E-03, 3.060582320E-02, 1.745141122E-04, 6.908848174E-05, 3.902203886E-02, 1.595306829E-03,-1.188971121E-01
      4546, 2.439911367E-01, 3.061133702E-02, 2.439911367E-01, 3.061133702E-02, 1.429587777E-04, 1.462886507E-04, 4.139328192E-02, 9.917356433E-03,-9.209193099E-02
      4547, 5.956171778E-02, 3.061992882E-02, 5.956171778E-02, 3.061992882E-02, 7.394214797E-05, 9.480128137E-05, 3.043164144E-02,-6.414021942E-04, 4.479348628E-02
      4548, 8.727195380E-03, 3.062358078E-02, 8.727195380E-03, 3.062358078E-02, 1.314477011E-04, 5.678796064E-05, 3.534113030E-02, 5.216445949E-04,-4.323569555E-02
      4549, 3.897562026E-04, 3.062899406E-02, 3.897562026E-04, 3.062899406E-02, 1.852640207E-04, 8.366264387E-05, 4.074224491E-02, 2.741701544E-03,-1.449079399E-01
      4550, 2.516002007E-01, 3.063010517E-02, 2.516002007E-01, 3.063010517E-02, 1.869289294E-04, 8.843974457E-05, 4.110739488E-02, 3.106197242E-03,-1.510552790E-01
      4551, 2.243612127E-01, 3.063395389E-02, 2.243612127E-01, 3.063395389E-02, 5.926717064E-05, 1.581854124E-04, 3.005024025E-02, 5.869845051E-03, 5.232476638E-01
      4552, 1.793795879E-01, 3.065644986E-02, 1.793795879E-01, 3.065644986E-02, 4.898149738E-05, 1.270705944E-04, 3.155642247E-02,-1.528137021E-03, 5.272461481E-01
      4553, 2.508730443E-01, 3.066112945E-02, 2.508730443E-01, 3.066112945E-02, 1.868037276E-04, 9.410697462E-05, 4.146664310E-02, 3.455591624E-03,-1.583761581E-01
      4554, 8.590138909E-02, 3.069509467E-02, 8.590138909E-02, 3.069509467E-02, 6.805369564E-05, 1.084322668E-04, 3.241406391E-02,-1.997798434E-03, 9.056307931E-02
      4555, 8.880937031E-02, 3.069665109E-02, 8.880937031E-02, 3.069665109E-02, 6.717500144E-05, 1.093629811E-04, 3.254910564E-02,-2.143898110E-03, 1.001400374E-01
      4556, 8.298546200E-02, 3.070269016E-02, 8.298546200E-02, 3.070269016E-02, 6.885660063E-05, 1.073474468E-04, 3.228829171E-02,-1.848082201E-03, 8.181600869E-02
      4557, 9.170794967E-02, 3.070455912E-02, 9.170794967E-02, 3.070455912E-02, 6.625105964E-05, 1.101812484E-04, 3.268441875E-02,-2.284562735E-03, 1.105432580E-01
      4558, 1.883144052E-01, 3.071225737E-02, 1.883144052E-01, 3.071225737E-02, 4.862707399E-05, 1.293500525E-04, 3.117030028E-02,-8.568756251E-04, 5.558709935E-01
      4559, 9.460007144E-02, 3.071752096E-02, 9.460007144E-02, 3.071752096E-02, 6.532511616E-05, 1.109481687E-04, 3.281609384E-02,-2.418040427E-03, 1.217573166E-01
      4560, 8.006699558E-02, 3.071878347E-02, 8.006699558E-02, 3.071878347E-02, 6.962253971E-05, 1.061630488E-04, 3.217237622E-02,-1.695893120E-03, 7.395243126E-02
      4561, 6.842506281E-02, 3.072655314E-02, 6.842506281E-02, 3.072655314E-02, 7.276508117E-05, 1.007584644E-04, 3.145686266E-02,-1.089766563E-03, 5.212713983E-02
      4562, 7.132094764E-02, 3.072835073E-02, 7.132094764E-02, 3.072835073E-02, 7.204698754E-05, 1.022816865E-04, 3.165662143E-02,-1.235554776E-03, 5.612024899E-02
      4563, 7.715055320E-02, 3.073352680E-02, 7.715055320E-02, 3.073352680E-02, 7.040122607E-05, 1.049268465E-04, 3.204191490E-02,-1.542086896E-03, 6.704029101E-02
      4564, 9.749019449E-02, 3.073602080E-02, 9.749019449E-02, 3.073602080E-02, 6.439086826E-05, 1.116528609E-04, 3.294528095E-02,-2.542951666E-03, 1.337356534E-01
      4565, 7.423544546E-02, 3.073754120E-02, 7.423544546E-02, 3.073754120E-02, 7.121618813E-05, 1.036451527E-04, 3.187221456E-02,-1.388010576E-03, 6.110307091E-02
      4566, 6.555614800E-02, 3.075053855E-02, 6.555614800E-02, 3.075053855E-02, 7.323409151E-05, 9.901738782E-05, 3.132903485E-02,-9.540464733E-04, 4.930977457E-02
      4567, 7.776909127E-03, 3.075575183E-02, 7.776909127E-03, 3.075575183E-02, 1.355304451E-04, 6.136706339E-05, 3.659717272E-02, 6.179309947E-04,-5.478935545E-02
      4568, 1.003812051E-01, 3.076042577E-02, 1.003812051E-01, 3.076042577E-02, 6.344662162E-05, 1.122920443E-04, 3.307295484E-02,-2.658325932E-03, 1.464044912E-01
      4569, 1.764303383E-01, 3.076274408E-02, 1.764303383E-01, 3.076274408E-02, 4.889261816E-05, 1.259515449E-04, 3.185278150E-02,-1.709475225E-03, 5.165103433E-01
      4570, 6.266247156E-02, 3.076685221E-02, 6.266247156E-02, 3.076685221E-02, 7.342563509E-05, 9.703876128E-05, 3.116819982E-02,-8.160515560E-04, 4.755500731E-02
      4571, 1.032736032E-01, 3.078944412E-02, 1.032736032E-01, 3.078944412E-02, 6.249560082E-05, 1.128670798E-04, 3.319629577E-02,-2.763653546E-03, 1.596799977E-01
      4572, 1.197734825E-03, 3.078978198E-02, 1.197734825E-03, 3.078978198E-02, 1.762982305E-04, 8.631172945E-05, 4.075873251E-02, 2.415144551E-03,-1.351663374E-01
      4573, 1.061669926E-01, 3.081979371E-02, 1.061669926E-01, 3.081979371E-02, 6.154592081E-05, 1.133843384E-04, 3.330816109E-02,-2.858451410E-03, 1.734916967E-01
      4574, 1.264655884E-01, 3.083025466E-02, 1.264655884E-01, 3.083025466E-02, 5.621171599E-05, 1.170393914E-04, 3.335195937E-02,-3.191967885E-03, 2.795289425E-01
      4575, 1.293761487E-01, 3.083112479E-02, 1.293761487E-01, 3.083112479E-02, 5.553807384E-05, 1.175055364E-04, 3.332170756E-02,-3.190236430E-03, 2.952272332E-01
      4576, 2.451520449E-01, 3.083562111E-02, 2.451520449E-01, 3.083562111E-02, 1.456117331E-04, 1.416598055E-04, 4.219153982E-02, 8.596539310E-03,-1.257822343E-01
      4577, 1.235620692E-01, 3.083716141E-02, 1.235620692E-01, 3.083716141E-02, 5.687534278E-05, 1.165259815E-04, 3.338931272E-02,-3.181146032E-03, 2.639051094E-01
      4578, 1.734961590E-01, 3.083727253E-02, 1.734961590E-01, 3.083727253E-02, 4.889175012E-05, 1.249815955E-04, 3.209554112E-02,-1.878965936E-03, 5.053880398E-01
      4579, 1.322986998E-01, 3.083780894E-02, 1.322986998E-01, 3.083780894E-02, 5.486492794E-05, 1.179371699E-04, 3.329518706E-02,-3.177184502E-03, 3.109300997E-01
      4580, 1.090615717E-01, 3.084678670E-02, 1.090615717E-01, 3.084678670E-02, 6.062169619E-05, 1.138663335E-04, 3.339881761E-02,-2.942049956E-03, 1.877793963E-01
      4581, 1.352354884E-01, 3.084676961E-02, 1.352354884E-01, 3.084676961E-02, 5.420922438E-05, 1.183547505E-04, 3.326533280E-02,-3.153002988E-03, 3.265896095E-01
      4582, 1.206606209E-01, 3.085027726E-02, 1.206606209E-01, 3.085027726E-02, 5.753626723E-05, 1.159730783E-04, 3.343062880E-02,-3.157615491E-03, 2.483468657E-01
      4583, 1.381851476E-01, 3.085511149E-02, 1.381851476E-01, 3.085511149E-02, 5.358397364E-05, 1.187741192E-04, 3.322697322E-02,-3.117253749E-03, 3.421692161E-01
      4584, 1.411438872E-01, 3.086160555E-02, 1.411438872E-01, 3.086160555E-02, 5.299479707E-05, 1.192022875E-04, 3.317850675E-02,-3.070074689E-03, 3.575944444E-01
      4585, 1.177588833E-01, 3.086415438E-02, 1.177588833E-01, 3.086415438E-02, 5.821699680E-05, 1.154053951E-04, 3.346619261E-02,-3.121548866E-03, 2.328560252E-01
      4586, 1.119582193E-01, 3.086515488E-02, 1.119582193E-01, 3.086515488E-02, 5.975098736E-05, 1.143473982E-04, 3.345822460E-02,-3.013836493E-03, 2.024819232E-01
      4587, 1.441073765E-01, 3.086659406E-02, 1.441073765E-01, 3.086659406E-02, 5.244064031E-05, 1.196383149E-04, 3.312066900E-02,-3.011854987E-03, 3.728049553E-01
      4588, 1.148575395E-01, 3.087090628E-02, 1.148575395E-01, 3.087090628E-02, 5.894884726E-05, 1.148571707E-04, 3.347981675E-02,-3.073515647E-03, 2.175329928E-01
      4589, 1.470718500E-01, 3.087105994E-02, 1.470718500E-01, 3.087105994E-02, 5.191887028E-05, 1.200796888E-04, 3.305542752E-02,-2.943090082E-03, 3.877655000E-01
      4590, 1.500339977E-01, 3.087522159E-02, 1.500339977E-01, 3.087522159E-02, 5.143082862E-05, 1.205293822E-04, 3.298373089E-02,-2.864094729E-03, 4.024255406E-01
      4591, 1.588681680E-01, 3.087546333E-02, 1.588681680E-01, 3.087546333E-02, 5.022061676E-05, 1.220132290E-04, 3.271686385E-02,-2.569422266E-03, 4.440624459E-01
      4592, 1.559358304E-01, 3.087730615E-02, 1.559358304E-01, 3.087730615E-02, 5.058458386E-05, 1.214978966E-04, 3.281394931E-02,-2.676976863E-03, 4.306204592E-01
      4593, 1.529901572E-01, 3.087777930E-02, 1.529901572E-01, 3.087777930E-02, 5.098365450E-05, 1.209983958E-04, 3.290386739E-02,-2.775215084E-03, 4.167281153E-01
      4594, 1.705670326E-01, 3.087787591E-02, 1.705670326E-01, 3.087787591E-02, 4.900210697E-05, 1.241831968E-04, 3.228250884E-02,-2.037530380E-03, 4.938927850E-01
      4595, 1.617924831E-01, 3.087878771E-02, 1.617924831E-01, 3.087878771E-02, 4.986329559E-05, 1.225100817E-04, 3.262224692E-02,-2.451895055E-03, 4.570840089E-01
      4596, 6.813861973E-03, 3.088403013E-02, 6.813861973E-03, 3.088403013E-02, 1.409311122E-04, 6.721583055E-05, 3.780664484E-02, 8.035538906E-04,-6.713966747E-02
      4597, 1.647153072E-01, 3.088665410E-02, 1.647153072E-01, 3.088665410E-02, 4.951962684E-05, 1.230025937E-04, 3.252813756E-02,-2.324060871E-03, 4.697302603E-01
      4598, 1.676400359E-01, 3.089052265E-02, 1.676400359E-01, 3.089052265E-02, 4.922028264E-05, 1.235399309E-04, 3.242110184E-02,-2.185919827E-03, 4.820030327E-01
      4599, 2.462399780E-01, 3.092375774E-02, 2.462399780E-01, 3.092375774E-02, 1.506670335E-04, 1.357323515E-04, 4.264083023E-02, 7.383591329E-03,-1.511976752E-01
      4600, 1.963416329E-01, 3.092465269E-02, 1.963416329E-01, 3.092465269E-02, 4.816701158E-05, 1.311086098E-04, 3.099029418E-02,-6.234183965E-05, 5.751970866E-01
      4601, 2.501550816E-01, 3.093291589E-02, 2.501550816E-01, 3.093291589E-02, 1.705234385E-04, 1.072035444E-04, 4.208942727E-02, 3.989879019E-03,-1.583252553E-01
      4602, 2.362583013E-01, 3.093551996E-02, 2.362583013E-01, 3.093551996E-02, 8.076645127E-05, 1.742114135E-04, 3.471511434E-02, 1.093202853E-02, 2.730606487E-01
      4603, 1.154556538E-02, 3.094439185E-02, 1.154556538E-02, 3.094439185E-02, 1.193818865E-04, 6.191231780E-05, 3.547936861E-02, 5.616097291E-04,-1.752945919E-02
      4604, 2.470014944E-01, 3.095719394E-02, 2.470014944E-01, 3.095719394E-02, 1.555141345E-04, 1.307771700E-04, 4.275830030E-02, 6.590092747E-03,-1.610700450E-01
      4605, 6.121959296E-03, 3.096389461E-02, 6.121959296E-03, 3.096389461E-02, 1.441134058E-04, 7.176125511E-05, 3.850411625E-02, 9.723464870E-04,-7.424502834E-02
      4606, 2.491277651E-01, 3.099942446E-02, 2.491277651E-01, 3.099942446E-02, 1.657950038E-04, 1.156346828E-04, 4.248046198E-02, 4.712757670E-03,-1.630429261E-01
      4607, 3.915542449E-03, 3.100165649E-02, 3.915542449E-03, 3.100165649E-02, 1.549932663E-04, 7.951688357E-05, 3.965583302E-02, 1.495411490E-03,-1.027704825E-01
      4608, 2.327716433E-01, 3.100227859E-02, 2.327716433E-01, 3.100227859E-02, 7.136331431E-05, 1.717899974E-04, 3.277535538E-02, 9.428437322E-03, 3.779016141E-01
      4609, 2.103528895E-01, 3.100896226E-02, 2.103528895E-01, 3.100896226E-02, 5.064339134E-05, 1.397934360E-04, 3.035620695E-02, 1.997636923E-03, 5.859737339E-01
      4610, 2.480456631E-01, 3.102641526E-02, 2.480456631E-01, 3.102641526E-02, 1.598461499E-04, 1.239067831E-04, 4.271460615E-02, 5.595661988E-03,-1.635763038E-01
      4611, 5.094664111E-03, 3.104581695E-02, 5.094664111E-03, 3.104581695E-02, 1.472573875E-04, 7.684459539E-05, 3.927065228E-02, 1.229382122E-03,-8.576484779E-02
      4612, 3.016327191E-02, 3.106061531E-02, 3.016327191E-02, 3.106061531E-02, 8.420312337E-05, 7.051043070E-05, 3.105892288E-02,-5.310544957E-05, 2.876769669E-02
      4613, 1.909333023E-01, 3.112539327E-02, 1.909333023E-01, 3.112539327E-02, 4.804387681E-05, 1.290668206E-04, 3.160600709E-02,-6.018485455E-04, 5.620774139E-01
      4614, 2.298144422E-02, 3.116005410E-02, 2.298144422E-02, 3.116005410E-02, 9.285192342E-05, 6.564288777E-05, 3.267336871E-02, 1.830092962E-04, 1.964503405E-02
      4615,-6.416579741E-18, 3.117451602E-02,-6.416579741E-18, 3.117451602E-02, 1.568155599E-04, 1.061561354E-04, 4.192348204E-02, 3.112130747E-03,-1.375245533E-01
      4616, 5.968817878E-05, 3.117451602E-02, 5.968817878E-05, 3.117451602E-02, 1.568290884E-04, 1.058218833E-04, 4.190645042E-02, 3.085398289E-03,-1.370719793E-01
      4617, 1.307651820E-04, 3.117456654E-02, 1.307651820E-04, 3.117456654E-02, 1.568679415E-04, 1.054325005E-04, 4.188616449E-02, 3.053900944E-03,-1.364899971E-01
      4618, 2.519378511E-01, 3.117451602E-02, 2.519378511E-01, 3.117451602E-02, 1.568079142E-04, 1.065082173E-04, 4.194109865E-02, 3.140143627E-03,-1.380187944E-01
      4619, 2.520000000E-01, 3.117451602E-02, 2.520000000E-01, 3.117451602E-02, 1.568155599E-04, 1.061561354E-04, 4.192348204E-02, 3.112130747E-03,-1.375245533E-01
      4620, 2.152416350E-04, 3.117467629E-02, 2.152416350E-04, 3.117467629E-02, 1.568696349E-04, 1.050581408E-04, 4.186355217E-02, 3.016940728E-03,-1.358200744E-01
      4621, 2.517757856E-01, 3.117466004E-02, 2.517757856E-01, 3.117466004E-02, 1.568642984E-04, 1.074654555E-04, 4.198822938E-02, 3.213664528E-03,-1.393815973E-01
      4622, 2.518637942E-01, 3.117456438E-02, 2.518637942E-01, 3.117456438E-02, 1.567535365E-04, 1.069519539E-04, 4.196257207E-02, 3.173734937E-03,-1.386825722E-01
      4623, 2.508602950E-01, 3.117706750E-02, 2.508602950E-01, 3.117706750E-02, 1.555065092E-04, 1.125736318E-04, 4.223612942E-02, 3.666052108E-03,-1.461992605E-01
      4624, 1.935450098E-03, 3.119357574E-02, 1.935450098E-03, 3.119357574E-02, 1.564764298E-04, 9.560527181E-05, 4.119777743E-02, 2.280640083E-03,-1.207679901E-01
      4625, 2.399574148E-01, 3.120397951E-02, 2.399574148E-01, 3.120397951E-02, 9.351962089E-05, 1.700604395E-04, 3.807074840E-02, 1.126735390E-02, 1.162193693E-01
      4626, 2.967912345E-04, 3.121379553E-02, 2.967912345E-04, 3.121379553E-02, 1.548323466E-04, 1.058571082E-04, 4.188805607E-02, 2.992409253E-03,-1.344795187E-01
      4627, 2.516930828E-01, 3.121449336E-02, 2.516930828E-01, 3.121449336E-02, 1.549328594E-04, 1.090435290E-04, 4.205667552E-02, 3.263247494E-03,-1.392693089E-01
      4628, 2.983056408E-03, 3.125858149E-02, 2.983056408E-03, 3.125858149E-02, 1.541865858E-04, 9.289389143E-05, 4.097128840E-02, 1.914332913E-03,-1.094306703E-01
      4629, 3.939366571E-04, 3.126015032E-02, 3.939366571E-04, 3.126015032E-02, 1.525055061E-04, 1.066469164E-04, 4.191723682E-02, 2.961687171E-03,-1.328128011E-01
      4630, 2.515943462E-01, 3.126147302E-02, 2.515943462E-01, 3.126147302E-02, 1.523455434E-04, 1.108486838E-04, 4.213684680E-02, 3.323119312E-03,-1.392152453E-01
      4631, 4.075317908E-02, 3.129541947E-02, 4.075317908E-02, 3.129541947E-02, 7.864257566E-05, 8.103858293E-05, 3.182795928E-02,-2.672749233E-04, 3.995225675E-02
      4632, 1.172483817E-03, 3.130315960E-02, 1.172483817E-03, 3.130315960E-02, 1.500765350E-04, 1.044777038E-04, 4.175327497E-02, 2.615219916E-03,-1.258717960E-01
      4633, 5.095135151E-02, 3.131095046E-02, 5.095135151E-02, 3.131095046E-02, 7.451508216E-05, 8.895172138E-05, 3.209521991E-02,-4.598100584E-04, 4.279871860E-02
      4634, 2.205192982E-01, 3.132522842E-02, 2.205192982E-01, 3.132522842E-02, 5.517603273E-05, 1.505754301E-04, 3.071210057E-02, 4.501941100E-03, 5.489338020E-01
      4635, 1.533061650E-02, 3.134313882E-02, 1.533061650E-02, 3.134313882E-02, 1.085518216E-04, 6.767491812E-05, 3.593091107E-02, 5.369039345E-04, 2.440717356E-03
      4636, 2.636311564E-02, 3.152311690E-02, 2.636311564E-02, 3.152311690E-02, 8.915430677E-05, 7.063668437E-05, 3.379170767E-02, 6.311583209E-05, 2.405960875E-02
      4637, 1.020179615E-02, 3.152433147E-02, 1.020179615E-02, 3.152433147E-02, 1.193172955E-04, 7.785508761E-05, 3.868641871E-02, 7.869330245E-04,-2.662118695E-02
      4638, 2.063221559E-01, 3.154988275E-02, 2.063221559E-01, 3.154988275E-02, 4.874339945E-05, 1.350660873E-04, 3.128684688E-02, 1.312747144E-03, 5.849957434E-01
      4639, 5.666778512E-02, 3.158840052E-02, 5.666778512E-02, 3.158840052E-02, 7.198417791E-05, 9.240908799E-05, 3.334021542E-02,-5.882713644E-04, 4.473756659E-02
      4640, 2.296443391E-01, 3.162856417E-02, 2.296443391E-01, 3.162856417E-02, 6.441392163E-05, 1.657238365E-04, 3.249293977E-02, 7.826652012E-03, 4.386570116E-01
      4641, 2.413668098E-01, 3.169897676E-02, 2.413668098E-01, 3.169897676E-02, 9.407150532E-05, 1.678966476E-04, 3.979400127E-02, 1.053231405E-02, 5.451768834E-02
      4642, 8.948252137E-03, 3.178052921E-02, 8.948252137E-03, 3.178052921E-02, 1.167505223E-04, 8.734860812E-05, 3.987425467E-02, 9.293471045E-04,-3.799920194E-02
      4643,-7.701640174E-18, 3.181028228E-02,-7.701640174E-18, 3.181028228E-02, 1.265874339E-04, 1.207057392E-04, 4.262218729E-02, 3.273739123E-03,-1.247328169E-01
      4644, 5.925720453E-05, 3.181028228E-02, 5.925720453E-05, 3.181028228E-02, 1.266326769E-04, 1.204456123E-04, 4.260975305E-02, 3.246863943E-03,-1.243139213E-01
      4645, 1.299704103E-04, 3.181032185E-02, 1.299704103E-04, 3.181032185E-02, 1.266833637E-04, 1.201443528E-04, 4.259484794E-02, 3.215091392E-03,-1.237979191E-01
      4646, 2.517767988E-01, 3.181045265E-02, 2.517767988E-01, 3.181045265E-02, 1.263955897E-04, 1.217206377E-04, 4.266935483E-02, 3.377035429E-03,-1.263003730E-01
      4647, 2.518646456E-01, 3.181033515E-02, 2.518646456E-01, 3.181033515E-02, 1.264465276E-04, 1.213227877E-04, 4.265082663E-02, 3.335904191E-03,-1.257361199E-01
      4648, 2.519383234E-01, 3.181028228E-02, 2.519383234E-01, 3.181028228E-02, 1.265373997E-04, 1.209809256E-04, 4.263512523E-02, 3.301927126E-03,-1.251818470E-01
      4649, 2.520000000E-01, 3.181028228E-02, 2.520000000E-01, 3.181028228E-02, 1.265874339E-04, 1.207057392E-04, 4.262218729E-02, 3.273739123E-03,-1.247328169E-01
      4650, 2.142670980E-04, 3.181040835E-02, 2.142670980E-04, 3.181040835E-02, 1.266795036E-04, 1.198217499E-04, 4.257745158E-02, 3.177642192E-03,-1.232038190E-01
      4651, 1.926872473E-01, 3.183735174E-02, 1.926872473E-01, 3.183735174E-02, 4.669012263E-05, 1.271743325E-04, 3.248952482E-02,-3.928791459E-04, 5.641706321E-01
      4652, 2.500439783E-01, 3.184509883E-02, 2.500439783E-01, 3.184509883E-02, 1.227849767E-04, 1.304433714E-04, 4.300001352E-02, 4.293335117E-03,-1.337128275E-01
      4653, 2.981176644E-04, 3.184729063E-02, 2.981176644E-04, 3.184729063E-02, 1.252489996E-04, 1.201520597E-04, 4.259325962E-02, 3.148192244E-03,-1.218779041E-01
      4654, 2.516916091E-01, 3.184825710E-02, 2.516916091E-01, 3.184825710E-02, 1.249678348E-04, 1.227367860E-04, 4.271907953E-02, 3.425347188E-03,-1.259818030E-01
      4655, 2.508235399E-01, 3.185490922E-02, 2.508235399E-01, 3.185490922E-02, 1.230925211E-04, 1.270002566E-04, 4.289133763E-02, 3.868482890E-03,-1.304162705E-01
      4656, 1.801314579E-02, 3.188478922E-02, 1.801314579E-02, 3.188478922E-02, 9.850705259E-05, 7.407593764E-05, 3.719988122E-02, 4.840176537E-04, 1.150243119E-02
      4657, 3.981521333E-04, 3.189101753E-02, 3.981521333E-04, 3.189101753E-02, 1.236641682E-04, 1.204312385E-04, 4.261320008E-02, 3.112629968E-03,-1.202795148E-01
      4658, 2.515897112E-01, 3.189285796E-02, 2.515897112E-01, 3.189285796E-02, 1.231852576E-04, 1.239256774E-04, 4.277790378E-02, 3.482559393E-03,-1.256262876E-01
      4659, 8.055288163E-03, 3.189310452E-02, 8.055288163E-03, 3.189310452E-02, 1.160957288E-04, 9.168389040E-05, 4.040788744E-02, 1.025897501E-03,-4.618491068E-02
